"dataset","alpha","beta","k_smote","k_enn","primary_metric"
"vehicle2",1,0.05,3,7,0.656516197873803
"vehicle2",1,0.05,5,3,0.696792603356485
"vehicle2",1,0.05,5,5,0.72274793800244
"vehicle2",1,0.05,5,7,0.672009450599869
"vehicle2",1,0.05,7,3,0.69026962079195
"vehicle2",1,0.05,7,5,0.712217484045831
"vehicle2",1,0.05,7,7,0.660281071049651
"vehicle2",1,0.1,3,3,0.700342671453004
"vehicle2",1,0.1,3,5,0.714157230604173
"vehicle2",1,0.1,3,7,0.657109123555225
"vehicle2",1,0.1,5,3,0.70491372976933
"vehicle2",1,0.1,5,5,0.726346356021998
"vehicle2",1,0.1,5,7,0.660717414073123
"vehicle2",1,0.1,7,3,0.687329195288908
"vehicle2",1,0.1,7,5,0.719695962462576
"vehicle2",1,0.1,7,7,0.655309821350952
"vehicle2",1,0.15,3,3,0.698669389861544
"vehicle2",1,0.15,3,5,0.70878796925161
"vehicle2",1,0.15,3,7,0.664304491534893
"vehicle2",1,0.15,5,3,0.70227597343287
"vehicle2",1,0.15,5,5,0.720124472485919
"vehicle2",1,0.15,5,7,0.662788941819054
"vehicle2",1,0.15,7,3,0.695809025178536
"vehicle2",1,0.15,7,5,0.715776250210058
"vehicle2",1,0.15,7,7,0.661600528626173
"vehicle2",1,0.2,3,3,0.697174177523918
"vehicle2",1,0.2,3,5,0.715031090080284
"vehicle2",1,0.2,3,7,0.667432827952974
"vehicle2",1,0.2,5,3,0.700206185703196
"vehicle2",1,0.2,5,5,0.726648977245218
"vehicle2",1,0.2,5,7,0.660812491396429
"vehicle2",1,0.2,7,3,0.692587105569659
"vehicle2",1,0.2,7,5,0.718204861666769
"vehicle2",1,0.2,7,7,0.669996645422752
"vehicle2",1,0.25,3,3,0.690987805078432
"vehicle2",1,0.25,3,5,0.703292887372822
"vehicle2",1,0.25,3,7,0.656490082113614
"vehicle2",1,0.25,5,3,0.689020489052587
"vehicle2",1,0.25,5,5,0.716334154622041
"vehicle2",1,0.25,5,7,0.662482839359135
"vehicle2",1,0.25,7,3,0.691595025115081
"vehicle2",1,0.25,7,5,0.721288063428614
"vehicle2",1,0.25,7,7,0.661852859674587
"pima",0.25,0,3,3,0.766481896089035
"pima",0.25,0,3,5,0.789404882975437
"pima",0.25,0,3,7,0.770731200504241
"pima",0.25,0,5,3,0.766481896089035
"pima",0.25,0,5,5,0.789404882975437
"pima",0.25,0,5,7,0.770731200504241
"pima",0.25,0,7,3,0.766481896089035
"pima",0.25,0,7,5,0.789404882975437
"pima",0.25,0,7,7,0.770731200504241
"pima",0.25,0.05,3,3,0.766481896089035
"pima",0.25,0.05,3,5,0.789404882975437
"pima",0.25,0.05,3,7,0.770731200504241
"pima",0.25,0.05,5,3,0.766481896089035
"pima",0.25,0.05,5,5,0.789404882975437
"pima",0.25,0.05,5,7,0.770731200504241
"pima",0.25,0.05,7,3,0.766481896089035
"pima",0.25,0.05,7,5,0.789404882975437
"pima",0.25,0.05,7,7,0.770731200504241
"pima",0.25,0.1,3,3,0.766481896089035
"pima",0.25,0.1,3,5,0.789404882975437
"pima",0.25,0.1,3,7,0.770731200504241
"pima",0.25,0.1,5,3,0.766481896089035
"pima",0.25,0.1,5,5,0.789404882975437
"pima",0.25,0.1,5,7,0.770731200504241
"pima",0.25,0.1,7,3,0.766481896089035
"pima",0.25,0.1,7,5,0.789404882975437
"pima",0.25,0.1,7,7,0.770731200504241
"pima",0.25,0.15,3,3,0.766481896089035
"pima",0.25,0.15,3,5,0.789404882975437
"pima",0.25,0.15,3,7,0.770731200504241
"pima",0.25,0.15,5,3,0.766481896089035
"pima",0.25,0.15,5,5,0.789404882975437
"pima",0.25,0.15,5,7,0.770731200504241
"pima",0.25,0.15,7,3,0.766481896089035
"pima",0.25,0.15,7,5,0.789404882975437
"pima",0.25,0.15,7,7,0.770731200504241
"pima",0.25,0.2,3,3,0.766481896089035
"pima",0.25,0.2,3,5,0.789404882975437
"pima",0.25,0.2,3,7,0.770731200504241
"pima",0.25,0.2,5,3,0.766481896089035
"pima",0.25,0.2,5,5,0.789404882975437
"pima",0.25,0.2,5,7,0.770731200504241
"pima",0.25,0.2,7,3,0.766481896089035
"pima",0.25,0.2,7,5,0.789404882975437
"pima",0.25,0.2,7,7,0.770731200504241
"pima",0.25,0.25,3,3,0.766481896089035
"pima",0.25,0.25,3,5,0.789404882975437
"pima",0.25,0.25,3,7,0.770731200504241
"pima",0.25,0.25,5,3,0.766481896089035
"pima",0.25,0.25,5,5,0.789404882975437
"pima",0.25,0.25,5,7,0.770731200504241
"pima",0.25,0.25,7,3,0.766481896089035
"pima",0.25,0.25,7,5,0.789404882975437
"pima",0.25,0.25,7,7,0.770731200504241
"pima",0.5,0,3,3,0.766481896089035
"pima",0.5,0,3,5,0.789404882975437
"pima",0.5,0,3,7,0.770731200504241
"pima",0.5,0,5,3,0.766481896089035
"pima",0.5,0,5,5,0.789404882975437
"pima",0.5,0,5,7,0.770731200504241
"pima",0.5,0,7,3,0.766481896089035
"pima",0.5,0,7,5,0.789404882975437
"pima",0.5,0,7,7,0.770731200504241
"pima",0.5,0.05,3,3,0.766481896089035
"pima",0.5,0.05,3,5,0.789404882975437
"pima",0.5,0.05,3,7,0.770731200504241
"pima",0.5,0.05,5,3,0.766481896089035
"pima",0.5,0.05,5,5,0.789404882975437
"pima",0.5,0.05,5,7,0.770731200504241
"pima",0.5,0.05,7,3,0.766481896089035
"pima",0.5,0.05,7,5,0.789404882975437
"pima",0.5,0.05,7,7,0.770731200504241
"pima",0.5,0.1,3,3,0.766481896089035
"pima",0.5,0.1,3,5,0.789404882975437
"pima",0.5,0.1,3,7,0.770731200504241
"pima",0.5,0.1,5,3,0.766481896089035
"pima",0.5,0.1,5,5,0.789404882975437
"pima",0.5,0.1,5,7,0.770731200504241
"pima",0.5,0.1,7,3,0.766481896089035
"pima",0.5,0.1,7,5,0.789404882975437
"pima",0.5,0.1,7,7,0.770731200504241
"pima",0.5,0.15,3,3,0.766481896089035
"pima",0.5,0.15,3,5,0.789404882975437
"pima",0.5,0.15,3,7,0.770731200504241
"pima",0.5,0.15,5,3,0.766481896089035
"pima",0.5,0.15,5,5,0.789404882975437
"pima",0.5,0.15,5,7,0.770731200504241
"pima",0.5,0.15,7,3,0.766481896089035
"pima",0.5,0.15,7,5,0.789404882975437
"pima",0.5,0.15,7,7,0.770731200504241
"pima",0.5,0.2,3,3,0.766481896089035
"pima",0.5,0.2,3,5,0.789404882975437
"pima",0.5,0.2,3,7,0.770731200504241
"pima",0.5,0.2,5,3,0.766481896089035
"pima",0.5,0.2,5,5,0.789404882975437
"pima",0.5,0.2,5,7,0.770731200504241
"pima",0.5,0.2,7,3,0.766481896089035
"pima",0.5,0.2,7,5,0.789404882975437
"pima",0.5,0.2,7,7,0.770731200504241
"pima",0.5,0.25,3,3,0.766481896089035
"pima",0.5,0.25,3,5,0.789404882975437
"pima",0.5,0.25,3,7,0.770731200504241
"pima",0.5,0.25,5,3,0.766481896089035
"pima",0.5,0.25,5,5,0.789404882975437
"pima",0.5,0.25,5,7,0.770731200504241
"pima",0.5,0.25,7,3,0.766481896089035
"pima",0.5,0.25,7,5,0.789404882975437
"pima",0.5,0.25,7,7,0.770731200504241
"pima",0.75,0,3,3,0.793589910816029
"pima",0.75,0,3,5,0.802509596745127
"pima",0.75,0,3,7,0.80198271738598
"pima",0.75,0,5,3,0.797346786014022
"pima",0.75,0,5,5,0.804603785196046
"pima",0.75,0,5,7,0.808008416455059
"pima",0.75,0,7,3,0.799113364880639
"pima",0.75,0,7,5,0.806050768002926
"pima",0.75,0,7,7,0.800017756060984
"pima",0.75,0.05,3,3,0.798309799599951
"pima",0.75,0.05,3,5,0.798574628120854
"pima",0.75,0.05,3,7,0.8079041104788
"pima",0.75,0.05,5,3,0.792133010776657
"pima",0.75,0.05,5,5,0.798085073246783
"pima",0.75,0.05,5,7,0.801761530690911
"pima",0.75,0.05,7,3,0.79706024829014
"pima",0.75,0.05,7,5,0.803105103673479
"pima",0.75,0.05,7,7,0.806479554785963
"pima",0.75,0.1,3,3,0.80343525477977
"pima",0.75,0.1,3,5,0.808223781202683
"pima",0.75,0.1,3,7,0.803916027875621
"pima",0.75,0.1,5,3,0.791379764773898
"pima",0.75,0.1,5,5,0.794819456359723
"pima",0.75,0.1,5,7,0.802937490780186
"pima",0.75,0.1,7,3,0.793369396079754
"pima",0.75,0.1,7,5,0.799992453574227
"pima",0.75,0.1,7,7,0.804519585318434
"pima",0.75,0.15,3,3,0.804914271166672
"pima",0.75,0.15,3,5,0.796636426219311
"pima",0.75,0.15,3,7,0.802825459410889
"pima",0.75,0.15,5,3,0.793634243083669
"pima",0.75,0.15,5,5,0.803620073284524
"pima",0.75,0.15,5,7,0.80325598465991
"pima",0.75,0.15,7,3,0.794657281870948
"pima",0.75,0.15,7,5,0.801413976548958
"pima",0.75,0.15,7,7,0.806739195894765
"pima",0.75,0.2,3,3,0.803612919820052
"pima",0.75,0.2,3,5,0.80649561739994
"pima",0.75,0.2,3,7,0.803151852385008
"pima",0.75,0.2,5,3,0.794283078346384
"pima",0.75,0.2,5,5,0.801614535937772
"pima",0.75,0.2,5,7,0.800302079323987
"pima",0.75,0.2,7,3,0.79713967969441
"pima",0.75,0.2,7,5,0.794495597778788
"pima",0.75,0.2,7,7,0.803051227228371
"pima",0.75,0.25,3,3,0.799621168501806
"pima",0.75,0.25,3,5,0.801031434098326
"pima",0.75,0.25,3,7,0.802624859065234
"pima",0.75,0.25,5,3,0.792393696620887
"pima",0.75,0.25,5,5,0.797750566593362
"pima",0.75,0.25,5,7,0.799444759059436
"pima",0.75,0.25,7,3,0.80145490538646
"pima",0.75,0.25,7,5,0.79929228816645
"pima",0.75,0.25,7,7,0.807242347336723
"pima",1,0,3,3,0.75812462375399
"pima",1,0,3,5,0.768350996441943
"pima",1,0,3,7,0.771657705548439
"pima",1,0,5,3,0.783831857807694
"pima",1,0,5,5,0.7821013909989
"pima",1,0,5,7,0.793434649814217
"pima",1,0,7,3,0.785742633873577
"pima",1,0,7,5,0.775766838975187
"pima",1,0,7,7,0.796198590522648
"pima",1,0.05,3,3,0.768861433792164
"pima",1,0.05,3,5,0.768974869960846
"pima",1,0.05,3,7,0.779164736570354
"pima",1,0.05,5,3,0.770073672283007
"pima",1,0.05,5,5,0.788392061588236
"pima",1,0.05,5,7,0.790954921409475
"pima",1,0.05,7,3,0.777623311751413
"pima",1,0.05,7,5,0.784818530314841
"pima",1,0.05,7,7,0.79620020027816
"pima",1,0.1,3,3,0.764111580576341
"pima",1,0.1,3,5,0.764104434757681
"pima",1,0.1,3,7,0.771725313261313
"pima",1,0.1,5,3,0.768301316583608
"pima",1,0.1,5,5,0.777447738062764
"pima",1,0.1,5,7,0.796643501360948
"pima",1,0.1,7,3,0.777262492936333
"pima",1,0.1,7,5,0.780621392749567
"pima",1,0.1,7,7,0.797686415948233
"pima",1,0.15,3,3,0.758080653928843
"pima",1,0.15,3,5,0.765877509330338
"pima",1,0.15,3,7,0.771405049435715
"pima",1,0.15,5,3,0.777647981933382
"pima",1,0.15,5,5,0.776872579646242
"pima",1,0.15,5,7,0.781475611478282
"pima",1,0.15,7,3,0.779342150658108
"pima",1,0.15,7,5,0.780817323016407
"pima",1,0.15,7,7,0.795189453371666
"pima",1,0.2,3,3,0.762927227492708
"pima",1,0.2,3,5,0.760763053682464
"pima",1,0.2,3,7,0.775618288509573
"pima",1,0.2,5,3,0.774798933755179
"pima",1,0.2,5,5,0.780855432986428
"pima",1,0.2,5,7,0.795200169836195
"pima",1,0.2,7,3,0.780347944983959
"pima",1,0.2,7,5,0.774390250581519
"pima",1,0.2,7,7,0.797295399268006
"pima",1,0.25,3,3,0.766063784984995
"pima",1,0.25,3,5,0.769327307721874
"pima",1,0.25,3,7,0.770107494063299
"pima",1,0.25,5,3,0.769814566418734
"pima",1,0.25,5,5,0.78768965106585
"pima",1,0.25,5,7,0.798770466638716
"pima",1,0.25,7,3,0.78553789908162
"pima",1,0.25,7,5,0.778962180136374
"pima",1,0.25,7,7,0.802412417132229
"glass4",0.25,0,3,3,NA
"glass4",0.25,0,3,5,NA
"glass4",0.25,0,3,7,NA
"glass4",0.25,0,5,3,NA
"glass4",0.25,0,5,5,NA
"glass4",0.25,0,5,7,NA
"glass4",0.25,0,7,3,NA
"glass4",0.25,0,7,5,NA
"glass4",0.25,0,7,7,NA
"glass4",0.25,0.05,3,3,NA
"glass4",0.25,0.05,3,5,NA
"glass4",0.25,0.05,3,7,NA
"glass4",0.25,0.05,5,3,NA
"glass4",0.25,0.05,5,5,NA
"glass4",0.25,0.05,5,7,NA
"glass4",0.25,0.05,7,3,NA
"glass4",0.25,0.05,7,5,NA
"glass4",0.25,0.05,7,7,NA
"glass4",0.25,0.1,3,3,NA
"glass4",0.25,0.1,3,5,NA
"glass4",0.25,0.1,3,7,NA
"glass4",0.25,0.1,5,3,NA
"glass4",0.25,0.1,5,5,NA
"glass4",0.25,0.1,5,7,NA
"glass4",0.25,0.1,7,3,NA
"glass4",0.25,0.1,7,5,NA
"glass4",0.25,0.1,7,7,NA
"glass4",0.25,0.15,3,3,NA
"glass4",0.25,0.15,3,5,NA
"glass4",0.25,0.15,3,7,NA
"glass4",0.25,0.15,5,3,NA
"glass4",0.25,0.15,5,5,NA
"glass4",0.25,0.15,5,7,NA
"glass4",0.25,0.15,7,3,NA
"glass4",0.25,0.15,7,5,NA
"glass4",0.25,0.15,7,7,NA
"glass4",0.25,0.2,3,3,NA
"glass4",0.25,0.2,3,5,NA
"glass4",0.25,0.2,3,7,NA
"glass4",0.25,0.2,5,3,NA
"glass4",0.25,0.2,5,5,NA
"glass4",0.25,0.2,5,7,NA
"glass4",0.25,0.2,7,3,NA
"glass4",0.25,0.2,7,5,NA
"glass4",0.25,0.2,7,7,NA
"glass4",0.25,0.25,3,3,NA
"glass4",0.25,0.25,3,5,NA
"glass4",0.25,0.25,3,7,NA
"glass4",0.25,0.25,5,3,NA
"glass4",0.25,0.25,5,5,NA
"glass4",0.25,0.25,5,7,NA
"glass4",0.25,0.25,7,3,NA
"glass4",0.25,0.25,7,5,NA
"glass4",0.25,0.25,7,7,NA
"glass4",0.5,0,3,3,NA
"glass4",0.5,0,3,5,NA
"glass4",0.5,0,3,7,NA
"glass4",0.5,0,5,3,NA
"glass4",0.5,0,5,5,NA
"glass4",0.5,0,5,7,NA
"glass4",0.5,0,7,3,NA
"glass4",0.5,0,7,5,NA
"glass4",0.5,0,7,7,NA
"glass4",0.5,0.05,3,3,NA
"glass4",0.5,0.05,3,5,NA
"glass4",0.5,0.05,3,7,NA
"glass4",0.5,0.05,5,3,NA
"glass4",0.5,0.05,5,5,NA
"glass4",0.5,0.05,5,7,NA
"glass4",0.5,0.05,7,3,NA
"glass4",0.5,0.05,7,5,NA
"glass4",0.5,0.05,7,7,NA
"glass4",0.5,0.1,3,3,NA
"glass4",0.5,0.1,3,5,NA
"glass4",0.5,0.1,3,7,NA
"glass4",0.5,0.1,5,3,NA
"glass4",0.5,0.1,5,5,NA
"glass4",0.5,0.1,5,7,NA
"glass4",0.5,0.1,7,3,NA
"glass4",0.5,0.1,7,5,NA
"glass4",0.5,0.1,7,7,NA
"glass4",0.5,0.15,3,3,NA
"glass4",0.5,0.15,3,5,NA
"glass4",0.5,0.15,3,7,NA
"glass4",0.5,0.15,5,3,NA
"glass4",0.5,0.15,5,5,NA
"glass4",0.5,0.15,5,7,NA
"glass4",0.5,0.15,7,3,NA
"glass4",0.5,0.15,7,5,NA
"glass4",0.5,0.15,7,7,NA
"glass4",0.5,0.2,3,3,NA
"glass4",0.5,0.2,3,5,NA
"glass4",0.5,0.2,3,7,NA
"glass4",0.5,0.2,5,3,NA
"glass4",0.5,0.2,5,5,NA
"glass4",0.5,0.2,5,7,NA
"glass4",0.5,0.2,7,3,NA
"glass4",0.5,0.2,7,5,NA
"glass4",0.5,0.2,7,7,NA
"glass4",0.5,0.25,3,3,NA
"glass4",0.5,0.25,3,5,NA
"glass4",0.5,0.25,3,7,NA
"glass4",0.5,0.25,5,3,NA
"glass4",0.5,0.25,5,5,NA
"glass4",0.5,0.25,5,7,NA
"glass4",0.5,0.25,7,3,NA
"glass4",0.5,0.25,7,5,NA
"glass4",0.5,0.25,7,7,NA
"glass4",0.75,0,3,3,NA
"glass4",0.75,0,3,5,NA
"glass4",0.75,0,3,7,NA
"glass4",0.75,0,5,3,NA
"glass4",0.75,0,5,5,NA
"glass4",0.75,0,5,7,NA
"glass4",0.75,0,7,3,NA
"glass4",0.75,0,7,5,NA
"glass4",0.75,0,7,7,NA
"glass4",0.75,0.05,3,3,NA
"glass4",0.75,0.05,3,5,NA
"glass4",0.75,0.05,3,7,NA
"glass4",0.75,0.05,5,3,NA
"glass4",0.75,0.05,5,5,NA
"glass4",0.75,0.05,5,7,NA
"glass4",0.75,0.05,7,3,NA
"glass4",0.75,0.05,7,5,NA
"glass4",0.75,0.05,7,7,NA
"glass4",0.75,0.1,3,3,NA
"glass4",0.75,0.1,3,5,NA
"glass4",0.75,0.1,3,7,NA
"glass4",0.75,0.1,5,3,NA
"glass4",0.75,0.1,5,5,NA
"glass4",0.75,0.1,5,7,NA
"glass4",0.75,0.1,7,3,NA
"glass4",0.75,0.1,7,5,NA
"glass4",0.75,0.1,7,7,NA
"glass4",0.75,0.15,3,3,NA
"glass4",0.75,0.15,3,5,NA
"glass4",0.75,0.15,3,7,NA
"glass4",0.75,0.15,5,3,NA
"glass4",0.75,0.15,5,5,NA
"glass4",0.75,0.15,5,7,NA
"glass4",0.75,0.15,7,3,NA
"glass4",0.75,0.15,7,5,NA
"glass4",0.75,0.15,7,7,NA
"glass4",0.75,0.2,3,3,NA
"glass4",0.75,0.2,3,5,NA
"glass4",0.75,0.2,3,7,NA
"glass4",0.75,0.2,5,3,NA
"glass4",0.75,0.2,5,5,NA
"glass4",0.75,0.2,5,7,NA
"glass4",0.75,0.2,7,3,NA
"glass4",0.75,0.2,7,5,NA
"glass4",0.75,0.2,7,7,NA
"glass4",0.75,0.25,3,3,NA
"glass4",0.75,0.25,3,5,NA
"glass4",0.75,0.25,3,7,NA
"glass4",0.75,0.25,5,3,NA
"glass4",0.75,0.25,5,5,NA
"glass4",0.75,0.25,5,7,NA
"glass4",0.75,0.25,7,3,NA
"glass4",0.75,0.25,7,5,NA
"glass4",0.75,0.25,7,7,NA
"glass4",1,0,3,3,NA
"glass4",1,0,3,5,NA
"glass4",1,0,3,7,NA
"glass4",1,0,5,3,NA
"glass4",1,0,5,5,NA
"glass4",1,0,5,7,NA
"glass4",1,0,7,3,NA
"glass4",1,0,7,5,NA
"glass4",1,0,7,7,NA
"glass4",1,0.05,3,3,NA
"glass4",1,0.05,3,5,NA
"glass4",1,0.05,3,7,NA
"glass4",1,0.05,5,3,NA
"glass4",1,0.05,5,5,NA
"glass4",1,0.05,5,7,NA
"glass4",1,0.05,7,3,NA
"glass4",1,0.05,7,5,NA
"glass4",1,0.05,7,7,NA
"glass4",1,0.1,3,3,NA
"glass4",1,0.1,3,5,NA
"glass4",1,0.1,3,7,NA
"glass4",1,0.1,5,3,NA
"glass4",1,0.1,5,5,NA
"glass4",1,0.1,5,7,NA
"glass4",1,0.1,7,3,NA
"glass4",1,0.1,7,5,NA
"glass4",1,0.1,7,7,NA
"glass4",1,0.15,3,3,NA
"glass4",1,0.15,3,5,NA
"glass4",1,0.15,3,7,NA
"glass4",1,0.15,5,3,NA
"glass4",1,0.15,5,5,NA
"glass4",1,0.15,5,7,NA
"glass4",1,0.15,7,3,NA
"glass4",1,0.15,7,5,NA
"glass4",1,0.15,7,7,NA
"glass4",1,0.2,3,3,NA
"glass4",1,0.2,3,5,NA
"glass4",1,0.2,3,7,NA
"glass4",1,0.2,5,3,NA
"glass4",1,0.2,5,5,NA
"glass4",1,0.2,5,7,NA
"glass4",1,0.2,7,3,NA
"glass4",1,0.2,7,5,NA
"glass4",1,0.2,7,7,NA
"glass4",1,0.25,3,3,NA
"glass4",1,0.25,3,5,NA
"glass4",1,0.25,3,7,NA
"glass4",1,0.25,5,3,NA
"glass4",1,0.25,5,5,NA
"glass4",1,0.25,5,7,NA
"glass4",1,0.25,7,3,NA
"glass4",1,0.25,7,5,NA
"glass4",1,0.25,7,7,NA
