"imbalance_ratio","replication","split","method","classifier","runtime_seconds","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"100:900",52,5,"borderline_smote","knn",0.0054779052734375,22,154,20,4,0.846153846153846,0.885057471264368,0.523809523809524,0.647058823529412,0.865387071418069,0.865605658709107,0.603741478663665,0.879536850607692,0.965959328028294
"100:900",52,5,"smote_tomek","knn",0.00705599784851074,26,144,30,0,1,0.827586206896552,0.464285714285714,0.634146341463415,0.909717652294684,0.913793103448276,0.619868093389207,0.854282859911143,0.981432360742706
"100:900",52,5,"smote_enn","knn",0.0127689838409424,24,129,45,2,0.923076923076923,0.741379310344828,0.347826086956522,0.505263157894737,0.827254575463923,0.832228116710875,0.470075357415226,0.394899250807306,0.882404951370469
"100:900",52,5,"da_smote","knn",0.00503015518188477,26,140,34,0,1,0.804597701149425,0.433333333333333,0.604651162790698,0.896993701844904,0.902298850574713,0.590473542024888,0.927119430143637,0.981211317418214
"100:900",52,5,"penn","knn",0.00973892211914062,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,5,"ld_smote","knn",0.00629305839538574,26,145,29,0,1,0.833333333333333,0.472727272727273,0.641975308641975,0.912870929175277,0.916666666666667,0.627645914460848,0.904783444705504,0.977564102564103
"100:900",52,5,"da_smote_penn","knn",0.012031078338623,26,143,31,0,1,0.82183908045977,0.456140350877193,0.626506024096385,0.906553407395157,0.910919540229885,0.612269521146945,0.670849471174027,0.96209106984969
"100:900",53,1,"baseline","knn",1.9073486328125e-05,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.634255926223784,0.960927960927961
"100:900",53,1,"smote","knn",0.00490403175354004,16,165,17,2,0.888888888888889,0.906593406593407,0.484848484848485,0.627450980392157,0.897697502425403,0.897741147741148,0.613320186860626,0.880551464413848,0.978174603174603
"100:900",53,1,"adasyn","knn",0.00573110580444336,18,165,17,0,1,0.906593406593407,0.514285714285714,0.679245283018868,0.952151987128844,0.953296703296703,0.682823577270593,0.966115894206186,0.994810744810745
"100:900",53,1,"borderline_smote","knn",0.0054011344909668,14,171,11,4,0.777777777777778,0.93956043956044,0.56,0.651162790697674,0.85485041426511,0.858669108669109,0.62073593387109,0.85777958780112,0.976495726495726
"100:900",53,1,"smote_tomek","knn",0.00681686401367188,18,160,22,0,1,0.879120879120879,0.45,0.620689655172414,0.937614461876991,0.93956043956044,0.628970902033151,0.815014016113733,0.985042735042735
"100:900",53,1,"smote_enn","knn",0.0127189159393311,16,159,23,2,0.888888888888889,0.873626373626374,0.41025641025641,0.56140350877193,0.881224589169399,0.881257631257631,0.550776302212915,0.436076142252123,0.891330891330891
"100:900",53,1,"da_smote","knn",0.00507402420043945,17,162,20,1,0.944444444444444,0.89010989010989,0.45945945945946,0.618181818181818,0.91687476825319,0.917277167277167,0.615080416044292,0.927637790783705,0.985653235653236
"100:900",53,1,"penn","knn",0.00377416610717773,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.544578366511405,0.958791208791209
"100:900",53,1,"ld_smote","knn",0.0130198001861572,16,169,13,2,0.888888888888889,0.928571428571429,0.551724137931034,0.680851063829787,0.908513525158996,0.908730158730159,0.664418279066826,0.802359609430109,0.972832722832723
"100:900",53,1,"da_smote_penn","knn",0.0128588676452637,17,164,18,1,0.944444444444444,0.901098901098901,0.485714285714286,0.641509433962264,0.922517127774792,0.922771672771673,0.636842191595805,0.682839809447401,0.971306471306471
"100:900",53,2,"baseline","knn",2.09808349609375e-05,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.634255926223784,0.960927960927961
"100:900",53,2,"smote","knn",0.00581908226013184,18,168,14,0,1,0.923076923076923,0.5625,0.72,0.960768922830523,0.961538461538462,0.720576692122892,0.970167086998884,0.995726495726496
"100:900",53,2,"adasyn","knn",0.00565195083618164,18,162,20,0,1,0.89010989010989,0.473684210526316,0.642857142857143,0.943456353049726,0.945054945054945,0.64933119482924,0.962534247014627,0.993894993894994
"100:900",53,2,"borderline_smote","knn",0.0053870677947998,14,171,11,4,0.777777777777778,0.93956043956044,0.56,0.651162790697674,0.85485041426511,0.858669108669109,0.62073593387109,0.82028377512642,0.971306471306471
"100:900",53,2,"smote_tomek","knn",0.00689578056335449,18,164,18,0,1,0.901098901098901,0.5,0.666666666666667,0.949262293098647,0.95054945054945,0.671229804574745,0.778756490893127,0.980769230769231
"100:900",53,2,"smote_enn","knn",0.0124750137329102,15,159,23,3,0.833333333333333,0.873626373626374,0.394736842105263,0.535714285714286,0.853242039530389,0.853479853479854,0.515723953094829,0.441545157447977,0.890567765567766
"100:900",53,2,"da_smote","knn",0.00516104698181152,18,165,17,0,1,0.906593406593407,0.514285714285714,0.679245283018868,0.952151987128844,0.953296703296703,0.682823577270593,0.948358730999474,0.992216117216117
"100:900",53,2,"penn","knn",0.00388193130493164,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.544578366511405,0.958791208791209
"100:900",53,2,"ld_smote","knn",0.00623893737792969,14,168,14,4,0.777777777777778,0.923076923076923,0.5,0.608695652173913,0.847318545736323,0.85042735042735,0.578038410398345,0.800855886481006,0.965811965811966
"100:900",53,2,"da_smote_penn","knn",0.0188100337982178,18,161,21,0,1,0.884615384615385,0.461538461538462,0.631578947368421,0.94053994312596,0.942307692307692,0.638971066378313,0.659996193864506,0.971153846153846
"100:900",53,3,"baseline","knn",1.59740447998047e-05,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.634255926223784,0.960927960927961
"100:900",53,3,"smote","knn",0.00495791435241699,17,169,13,1,0.944444444444444,0.928571428571429,0.566666666666667,0.708333333333333,0.936474306633197,0.936507936507937,0.699695367442622,0.925253888890131,0.987789987789988
"100:900",53,3,"adasyn","knn",0.0064079761505127,18,163,19,0,1,0.895604395604396,0.486486486486487,0.654545454545455,0.946363775513621,0.947802197802198,0.660075325776866,0.883589636229984,0.982600732600733
"100:900",53,3,"borderline_smote","knn",0.00582194328308105,13,172,10,5,0.722222222222222,0.945054945054945,0.565217391304348,0.634146341463415,0.826159598709403,0.833638583638584,0.598587522649487,0.808607585569401,0.968711843711844
"100:900",53,3,"smote_tomek","knn",0.00694513320922852,17,164,18,1,0.944444444444444,0.901098901098901,0.485714285714286,0.641509433962264,0.922517127774792,0.922771672771673,0.636842191595805,0.829934911850997,0.982142857142857
"100:900",53,3,"smote_enn","knn",0.0133190155029297,16,161,21,2,0.888888888888889,0.884615384615385,0.432432432432432,0.581818181818182,0.886749562348235,0.886752136752137,0.570085506311717,0.462669418414869,0.897130647130647
"100:900",53,3,"da_smote","knn",0.00498604774475098,18,159,23,0,1,0.873626373626374,0.439024390243902,0.610169491525424,0.934679824125017,0.936813186813187,0.619308716216969,0.916169408731192,0.985958485958486
"100:900",53,3,"penn","knn",0.00378203392028809,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.544578366511405,0.958791208791209
"100:900",53,3,"ld_smote","knn",0.00710010528564453,15,169,13,3,0.833333333333333,0.928571428571429,0.535714285714286,0.652173913043478,0.879664438186246,0.880952380952381,0.628390188307609,0.806018259526957,0.970695970695971
"100:900",53,3,"da_smote_penn","knn",0.0122280120849609,17,163,19,1,0.944444444444444,0.895604395604396,0.472222222222222,0.62962962962963,0.91970027500735,0.92002442002442,0.625753530552066,0.645807717100234,0.968253968253968
"100:900",53,4,"baseline","knn",1.71661376953125e-05,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.634255926223784,0.960927960927961
"100:900",53,4,"smote","knn",0.00616097450256348,18,167,15,0,1,0.917582417582418,0.545454545454545,0.705882352941176,0.95790522369513,0.958791208791209,0.707459893209149,0.968758370401541,0.995421245421245
"100:900",53,4,"adasyn","knn",0.0103020668029785,18,161,21,0,1,0.884615384615385,0.461538461538462,0.631578947368421,0.94053994312596,0.942307692307692,0.638971066378313,0.98099567766761,0.996794871794872
"100:900",53,4,"borderline_smote","knn",0.00622391700744629,16,172,10,2,0.888888888888889,0.945054945054945,0.615384615384615,0.727272727272727,0.916541783034925,0.916971916971917,0.709655299560426,0.894034815347936,0.984432234432234
"100:900",53,4,"smote_tomek","knn",0.00795197486877441,18,167,15,0,1,0.917582417582418,0.545454545454545,0.705882352941176,0.95790522369513,0.958791208791209,0.707459893209149,0.914401357651816,0.992673992673993
"100:900",53,4,"smote_enn","knn",0.014124870300293,18,158,24,0,1,0.868131868131868,0.428571428571429,0.6,0.931735943350834,0.934065934065934,0.609964355445183,0.484348998775526,0.947039072039072
"100:900",53,4,"da_smote","knn",0.00565218925476074,18,164,18,0,1,0.901098901098901,0.5,0.666666666666667,0.949262293098647,0.95054945054945,0.671229804574745,0.90776374813733,0.986263736263736
"100:900",53,4,"penn","knn",0.00430107116699219,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.544578366511405,0.958791208791209
"100:900",53,4,"ld_smote","knn",0.00711202621459961,15,169,13,3,0.833333333333333,0.928571428571429,0.535714285714286,0.652173913043478,0.879664438186246,0.880952380952381,0.628390188307609,0.786380787127708,0.969169719169719
"100:900",53,4,"da_smote_penn","knn",0.0130770206451416,18,165,17,0,1,0.906593406593407,0.514285714285714,0.679245283018868,0.952151987128844,0.953296703296703,0.682823577270593,0.73201576018296,0.980921855921856
"100:900",53,5,"baseline","knn",2.09808349609375e-05,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.634255926223784,0.960927960927961
"100:900",53,5,"smote","knn",0.00546717643737793,18,167,15,0,1,0.917582417582418,0.545454545454545,0.705882352941176,0.95790522369513,0.958791208791209,0.707459893209149,0.952367750042161,0.993131868131868
"100:900",53,5,"adasyn","knn",0.00551509857177734,18,165,17,0,1,0.906593406593407,0.514285714285714,0.679245283018868,0.952151987128844,0.953296703296703,0.682823577270593,0.929996066609246,0.98962148962149
"100:900",53,5,"borderline_smote","knn",0.00541305541992188,15,171,11,3,0.833333333333333,0.93956043956044,0.576923076923077,0.681818181818182,0.884854243910845,0.886446886446886,0.657703959914714,0.840476171294539,0.976495726495726
"100:900",53,5,"smote_tomek","knn",0.00683093070983887,17,163,19,1,0.944444444444444,0.895604395604396,0.472222222222222,0.62962962962963,0.91970027500735,0.92002442002442,0.625753530552066,0.805910658553712,0.981684981684982
"100:900",53,5,"smote_enn","knn",0.0123970508575439,17,160,22,1,0.944444444444444,0.879120879120879,0.435897435897436,0.596491228070176,0.911197470519333,0.911782661782662,0.594873684295614,0.468022299164554,0.921245421245421
"100:900",53,5,"da_smote","knn",0.00493502616882324,18,162,20,0,1,0.89010989010989,0.473684210526316,0.642857142857143,0.943456353049726,0.945054945054945,0.64933119482924,0.962534247014627,0.993894993894994
"100:900",53,5,"penn","knn",0.0037529468536377,7,177,5,11,0.388888888888889,0.972527472527473,0.583333333333333,0.466666666666667,0.614983843856998,0.680708180708181,0.435522110607998,0.544578366511405,0.958791208791209
"100:900",53,5,"ld_smote","knn",0.00623989105224609,16,169,13,2,0.888888888888889,0.928571428571429,0.551724137931034,0.680851063829787,0.908513525158996,0.908730158730159,0.664418279066826,0.803787206404486,0.973443223443223
"100:900",53,5,"da_smote_penn","knn",0.0119950771331787,18,165,17,0,1,0.906593406593407,0.514285714285714,0.679245283018868,0.952151987128844,0.953296703296703,0.682823577270593,0.702268423481509,0.978174603174603
"100:900",54,1,"baseline","knn",1.9073486328125e-05,10,173,4,13,0.434782608695652,0.977401129943503,0.714285714285714,0.54054054054054,0.651887270177071,0.706091869319577,0.515372113426984,0.70039534979299,0.956644559076394
"100:900",54,1,"smote","knn",0.00494217872619629,22,156,21,1,0.956521739130435,0.88135593220339,0.511627906976744,0.666666666666667,0.91816997830691,0.918938835666912,0.650649520735025,0.948789475535868,0.987472365512159
"100:900",54,1,"adasyn","knn",0.0056760311126709,23,153,24,0,1,0.864406779661017,0.48936170212766,0.657142857142857,0.92973478995949,0.932203389830508,0.650390323594689,0.986143131709894,0.997052321296979
"100:900",54,1,"borderline_smote","knn",0.00538110733032227,21,163,14,2,0.91304347826087,0.92090395480226,0.6,0.724137931034483,0.916965293801704,0.916973716531565,0.700185694015366,0.911491038239555,0.980840088430361
"100:900",54,1,"smote_tomek","knn",0.00690793991088867,22,157,20,1,0.956521739130435,0.887005649717514,0.523809523809524,0.676923076923077,0.921108129747164,0.921763694423974,0.660688200992465,0.948743511517961,0.986981085728322
"100:900",54,1,"smote_enn","knn",0.0124659538269043,22,147,30,1,0.956521739130435,0.830508474576271,0.423076923076923,0.586666666666667,0.891290867486176,0.893515106853353,0.572412918677917,0.463654239750671,0.907762220584623
"100:900",54,1,"da_smote","knn",0.0050051212310791,22,154,23,1,0.956521739130435,0.870056497175141,0.488888888888889,0.647058823529412,0.912265286975066,0.913289118152788,0.631484087457709,0.945293947060831,0.985384426430852
"100:900",54,1,"penn","knn",0.00376582145690918,10,173,4,13,0.434782608695652,0.977401129943503,0.714285714285714,0.54054054054054,0.651887270177071,0.706091869319577,0.515372113426984,0.70039534979299,0.956644559076394
"100:900",54,1,"ld_smote","knn",0.00645995140075684,22,157,20,1,0.956521739130435,0.887005649717514,0.523809523809524,0.676923076923077,0.921108129747164,0.921763694423974,0.660688200992465,0.894740519808112,0.978506509457136
"100:900",54,1,"da_smote_penn","knn",0.0116817951202393,23,155,22,0,1,0.875706214689266,0.511111111111111,0.676470588235294,0.935791758186225,0.937853107344633,0.669016574082239,0.669294453613232,0.966347334807173
"100:900",54,2,"baseline","knn",1.69277191162109e-05,10,173,4,13,0.434782608695652,0.977401129943503,0.714285714285714,0.54054054054054,0.651887270177071,0.706091869319577,0.515372113426984,0.70039534979299,0.956644559076394
"100:900",54,2,"smote","knn",0.00487494468688965,21,157,20,2,0.91304347826087,0.887005649717514,0.51219512195122,0.65625,0.899930399339372,0.900024563989192,0.632232354145295,0.937176476586196,0.982805207565709
"100:900",54,2,"adasyn","knn",0.00559902191162109,23,155,22,0,1,0.875706214689266,0.511111111111111,0.676470588235294,0.935791758186225,0.937853107344633,0.669016574082239,0.973446362325735,0.994595922377794
"100:900",54,2,"borderline_smote","knn",0.00539016723632812,21,163,14,2,0.91304347826087,0.92090395480226,0.6,0.724137931034483,0.916965293801704,0.916973716531565,0.700185694015366,0.911491038239555,0.980840088430361
"100:900",54,2,"smote_tomek","knn",0.00680088996887207,22,151,26,1,0.956521739130435,0.853107344632768,0.458333333333333,0.619718309859155,0.903335884902777,0.904814541881602,0.604775569608082,0.826720720096825,0.976909850159666
"100:900",54,2,"smote_enn","knn",0.0124580860137939,21,146,31,2,0.91304347826087,0.824858757062147,0.403846153846154,0.56,0.867831728287207,0.868951117661508,0.536681775189907,0.49235428678799,0.91304347826087
"100:900",54,2,"da_smote","knn",0.0050048828125,20,159,18,3,0.869565217391304,0.898305084745763,0.526315789473684,0.655737704918033,0.883818338970551,0.883935151068534,0.624437702155084,0.89667122658932,0.971260132645542
"100:900",54,2,"penn","knn",0.00412297248840332,10,173,4,13,0.434782608695652,0.977401129943503,0.714285714285714,0.54054054054054,0.651887270177071,0.706091869319577,0.515372113426984,0.70039534979299,0.956644559076394
