"imbalance_ratio","replication","split","method","classifier","runtime_seconds","TP","TN","FP","FN","Sensitivity","Specificity","Precision","F1","Gmean","BalancedAccuracy","MCC","AUPRC","AUROC"
"100:900",50,2,"baseline","knn",1.81198120117188e-05,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,2,"smote","knn",0.00516414642333984,17,152,31,0,1,0.830601092896175,0.354166666666667,0.523076923076923,0.911373190792979,0.915300546448087,0.542375534478399,0.892709611781778,0.980070716811315
"100:900",50,2,"adasyn","knn",0.00556302070617676,17,154,29,0,1,0.841530054644809,0.369565217391304,0.53968253968254,0.917349472472083,0.920765027322404,0.557673952759249,0.808909508718907,0.967373834779814
"100:900",50,2,"borderline_smote","knn",0.00536799430847168,15,161,22,2,0.88235294117647,0.879781420765027,0.405405405405405,0.555555555555556,0.881066242801548,0.881067180970749,0.547377427477577,0.800113319780362,0.963034394085503
"100:900",50,2,"smote_tomek","knn",0.0068809986114502,17,148,35,0,1,0.808743169398907,0.326923076923077,0.492753623188406,0.899301489712381,0.904371584699454,0.514195298870392,0.745347384921049,0.980713596914175
"100:900",50,2,"smote_enn","knn",0.0126149654388428,16,140,43,1,0.941176470588235,0.765027322404372,0.271186440677966,0.421052631578947,0.848543290117902,0.853101896496303,0.431861500340085,0.328590076092829,0.883477981356477
"100:900",50,2,"da_smote","knn",0.00503396987915039,17,152,31,0,1,0.830601092896175,0.354166666666667,0.523076923076923,0.911373190792979,0.915300546448087,0.542375534478399,0.892709611781778,0.980070716811315
"100:900",50,2,"penn","knn",0.00374507904052734,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,2,"ld_smote","knn",0.0131988525390625,13,160,23,4,0.764705882352941,0.87431693989071,0.361111111111111,0.490566037735849,0.817676774144435,0.819511411121826,0.463866703776004,0.782095234373912,0.9450337512054
"100:900",50,2,"da_smote_penn","knn",0.0115330219268799,16,151,32,1,0.941176470588235,0.825136612021858,0.333333333333333,0.492307692307692,0.881248639293058,0.883156541305047,0.500396003946015,0.527109500639469,0.947283831565413
"100:900",50,3,"baseline","knn",1.71661376953125e-05,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,3,"smote","knn",0.00523805618286133,17,160,23,0,1,0.87431693989071,0.425,0.596491228070175,0.935049164424369,0.937158469945355,0.609577476169807,0.830191759568825,0.974124075859852
"100:900",50,3,"adasyn","knn",0.00557088851928711,17,151,32,0,1,0.825136612021858,0.346938775510204,0.515151515151515,0.908370305559279,0.912568306010929,0.535043816713642,0.91950604704239,0.98457087753134
"100:900",50,3,"borderline_smote","knn",0.00545287132263184,15,160,23,2,0.88235294117647,0.87431693989071,0.394736842105263,0.545454545454545,0.878325750182118,0.87833494053359,0.537906939812696,0.823536390393109,0.965284474445516
"100:900",50,3,"smote_tomek","knn",0.00688290596008301,17,151,32,0,1,0.825136612021858,0.346938775510204,0.515151515151515,0.908370305559279,0.912568306010929,0.535043816713642,0.655062857274864,0.972999035679846
"100:900",50,3,"smote_enn","knn",0.0125119686126709,15,141,42,2,0.88235294117647,0.770491803278688,0.263157894736842,0.405405405405405,0.824527567019632,0.82642237222758,0.403324376667448,0.282679476693986,0.861620057859209
"100:900",50,3,"da_smote","knn",0.00512194633483887,15,157,26,2,0.88235294117647,0.85792349726776,0.365853658536585,0.517241379310345,0.870052481818546,0.870138219222115,0.511391425445804,0.810282487175781,0.956605593056895
"100:900",50,3,"penn","knn",0.00377798080444336,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,3,"ld_smote","knn",0.00634217262268066,14,156,27,3,0.823529411764706,0.852459016393443,0.341463414634146,0.482758620689655,0.837869364712669,0.837994214079074,0.466980533092716,0.665966770726569,0.931533269045323
"100:900",50,3,"da_smote_penn","knn",0.0187208652496338,16,158,25,1,0.941176470588235,0.863387978142076,0.390243902439024,0.551724137931034,0.901443536787564,0.902282224365156,0.555802317798891,0.552004228482763,0.951462552234008
"100:900",50,4,"baseline","knn",1.69277191162109e-05,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,4,"smote","knn",0.00496220588684082,16,156,27,1,0.941176470588235,0.852459016393443,0.372093023255814,0.533333333333333,0.895720027893928,0.896817743490839,0.538749686415054,0.766508784301041,0.956123432979749
"100:900",50,4,"adasyn","knn",0.00555205345153809,17,155,28,0,1,0.846994535519126,0.377777777777778,0.548387096774194,0.920323060408206,0.923497267759563,0.565663958033687,0.924655914081064,0.986499517839923
"100:900",50,4,"borderline_smote","knn",0.00541210174560547,14,162,21,3,0.823529411764706,0.885245901639344,0.4,0.538461538461538,0.85383021534973,0.854387656702025,0.520214668652804,0.836860487987824,0.964320154291225
"100:900",50,4,"smote_tomek","knn",0.0068671703338623,17,153,30,0,1,0.836065573770492,0.361702127659574,0.53125,0.914366214254711,0.918032786885246,0.549915172454543,0.635117798422927,0.964320154291225
"100:900",50,4,"smote_enn","knn",0.0124070644378662,16,140,43,1,0.941176470588235,0.765027322404372,0.271186440677966,0.421052631578947,0.848543290117902,0.853101896496303,0.431861500340085,0.321711681715727,0.880263580842173
"100:900",50,4,"da_smote","knn",0.00499200820922852,17,157,26,0,1,0.85792349726776,0.395348837209302,0.566666666666667,0.92624159767728,0.92896174863388,0.58239081127654,0.875192373557733,0.979106396657023
"100:900",50,4,"penn","knn",0.0038139820098877,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,4,"ld_smote","knn",0.00682282447814941,14,156,27,3,0.823529411764706,0.852459016393443,0.341463414634146,0.482758620689655,0.837869364712669,0.837994214079074,0.466980533092716,0.699581956342514,0.935872709739634
"100:900",50,4,"da_smote_penn","knn",0.011803150177002,17,158,25,0,1,0.863387978142076,0.404761904761905,0.576271186440678,0.929186729426371,0.931693989071038,0.591156969493989,0.46703919161388,0.94439087110254
"100:900",50,5,"baseline","knn",1.88350677490234e-05,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,5,"smote","knn",0.00489902496337891,17,155,28,0,1,0.846994535519126,0.377777777777778,0.548387096774194,0.920323060408206,0.923497267759563,0.565663958033687,0.897974168235385,0.981999357119897
"100:900",50,5,"adasyn","knn",0.00552010536193848,17,153,30,0,1,0.836065573770492,0.361702127659574,0.53125,0.914366214254711,0.918032786885246,0.549915172454543,0.921999337916029,0.985535197685632
"100:900",50,5,"borderline_smote","knn",0.00539398193359375,14,162,21,3,0.823529411764706,0.885245901639344,0.4,0.538461538461538,0.85383021534973,0.854387656702025,0.520214668652804,0.759645070258743,0.955159112825458
"100:900",50,5,"smote_tomek","knn",0.00679993629455566,17,153,30,0,1,0.836065573770492,0.361702127659574,0.53125,0.914366214254711,0.918032786885246,0.549915172454543,0.71385120176981,0.978784956605593
"100:900",50,5,"smote_enn","knn",0.0124771595001221,15,145,38,2,0.88235294117647,0.792349726775956,0.283018867924528,0.428571428571429,0.836141203303089,0.837351333976213,0.426349571518663,0.306242520121614,0.873513339762134
"100:900",50,5,"da_smote","knn",0.0049750804901123,15,151,32,2,0.88235294117647,0.825136612021858,0.319148936170213,0.46875,0.85326532596249,0.853744776599164,0.465345365079757,0.796827740057394,0.949855351976856
"100:900",50,5,"penn","knn",0.00378203392028809,5,181,2,12,0.294117647058824,0.989071038251366,0.714285714285714,0.416666666666667,0.53935447207242,0.641594342655095,0.42973252810674,0.558695331667868,0.933461909353905
"100:900",50,5,"ld_smote","knn",0.00663208961486816,14,157,26,3,0.823529411764706,0.85792349726776,0.35,0.491228070175439,0.840550553532646,0.840726454516233,0.475111856426467,0.734653375092581,0.941497910639666
"100:900",50,5,"da_smote_penn","knn",0.0117859840393066,16,150,33,1,0.941176470588235,0.819672131147541,0.326530612244898,0.484848484848485,0.878325750182118,0.880424300867888,0.493357504542731,0.496206040807872,0.944230151076824
"100:900",51,1,"baseline","knn",1.71661376953125e-05,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.524735884199077,0.941176470588235
"100:900",51,1,"smote","knn",0.00476884841918945,17,161,22,0,1,0.879781420765027,0.435897435897436,0.607142857142857,0.937966641605674,0.939890710382514,0.619269299627939,0.885889178985796,0.982320797171328
"100:900",51,1,"adasyn","knn",0.0055079460144043,17,154,29,0,1,0.841530054644809,0.369565217391304,0.53968253968254,0.917349472472083,0.920765027322404,0.557673952759249,0.975163950382463,0.995339119254259
"100:900",51,1,"borderline_smote","knn",0.00530695915222168,14,169,14,3,0.823529411764706,0.923497267759563,0.5,0.622222222222222,0.872082084258326,0.873513339762134,0.600403035180663,0.84181771916162,0.972999035679846
"100:900",51,1,"smote_tomek","knn",0.00680184364318848,17,151,32,0,1,0.825136612021858,0.346938775510204,0.515151515151515,0.908370305559279,0.912568306010929,0.535043816713642,0.782798005378971,0.98392799742848
"100:900",51,1,"smote_enn","knn",0.0123679637908936,16,150,33,1,0.941176470588235,0.819672131147541,0.326530612244898,0.484848484848485,0.878325750182118,0.880424300867888,0.493357504542731,0.394771971599939,0.905335904853745
"100:900",51,1,"da_smote","knn",0.00497889518737793,17,152,31,0,1,0.830601092896175,0.354166666666667,0.523076923076923,0.911373190792979,0.915300546448087,0.542375534478399,0.920733313303634,0.985053037608486
"100:900",51,1,"penn","knn",0.00378894805908203,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.467152421551768,0.940051430408229
"100:900",51,1,"ld_smote","knn",0.0063788890838623,15,166,17,2,0.88235294117647,0.907103825136612,0.46875,0.612244897959184,0.894642793556018,0.894728383156541,0.600549385456514,0.865154556504981,0.974445515911282
"100:900",51,1,"da_smote_penn","knn",0.0188579559326172,17,157,26,0,1,0.85792349726776,0.395348837209302,0.566666666666667,0.92624159767728,0.92896174863388,0.58239081127654,0.562838267081486,0.958694953391192
"100:900",51,2,"baseline","knn",1.78813934326172e-05,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.524735884199077,0.941176470588235
"100:900",51,2,"smote","knn",0.00555014610290527,17,155,28,0,1,0.846994535519126,0.377777777777778,0.548387096774194,0.920323060408206,0.923497267759563,0.565663958033687,0.897974168235385,0.981999357119897
"100:900",51,2,"adasyn","knn",0.00620603561401367,17,157,26,0,1,0.85792349726776,0.395348837209302,0.566666666666667,0.92624159767728,0.92896174863388,0.58239081127654,0.952390226094032,0.991642558662809
"100:900",51,2,"borderline_smote","knn",0.00593018531799316,14,167,16,3,0.823529411764706,0.912568306010929,0.466666666666667,0.595744680851064,0.866906477219022,0.868048858887817,0.574910696169278,0.812148460873061,0.96849887495982
"100:900",51,2,"smote_tomek","knn",0.00765585899353027,17,156,27,0,1,0.852459016393443,0.386363636363636,0.557377049180328,0.923287071496965,0.926229508196721,0.573898218698002,0.690325304542557,0.974927675988428
"100:900",51,2,"smote_enn","knn",0.0145750045776367,17,150,33,0,1,0.819672131147541,0.34,0.507462686567164,0.905357460425185,0.90983606557377,0.527909579937856,0.447368421052632,0.942622950819672
"100:900",51,2,"da_smote","knn",0.00584101676940918,17,155,28,0,1,0.846994535519126,0.377777777777778,0.548387096774194,0.920323060408206,0.923497267759563,0.565663958033687,0.897974168235385,0.981999357119897
"100:900",51,2,"penn","knn",0.00440692901611328,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.467152421551768,0.940051430408229
"100:900",51,2,"ld_smote","knn",0.0070798397064209,15,161,22,2,0.88235294117647,0.879781420765027,0.405405405405405,0.555555555555556,0.881066242801548,0.881067180970749,0.547377427477577,0.826315569687502,0.966248794599807
"100:900",51,2,"da_smote_penn","knn",0.0121009349822998,17,154,29,0,1,0.841530054644809,0.369565217391304,0.53968253968254,0.917349472472083,0.920765027322404,0.557673952759249,0.542690080889245,0.957891353262617
"100:900",51,3,"baseline","knn",1.81198120117188e-05,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.524735884199077,0.941176470588235
"100:900",51,3,"smote","knn",0.00507688522338867,17,159,24,0,1,0.868852459016393,0.414634146341463,0.586206896551724,0.932122555792098,0.934426229508197,0.600213210151979,0.977537656872883,0.996142719382835
"100:900",51,3,"adasyn","knn",0.00557279586791992,17,156,27,0,1,0.852459016393443,0.386363636363636,0.557377049180328,0.923287071496965,0.926229508196721,0.573898218698002,1,1
"100:900",51,3,"borderline_smote","knn",0.00531888008117676,14,170,13,3,0.823529411764706,0.92896174863388,0.518518518518518,0.636363636363636,0.87465840326631,0.876245580199293,0.614110431460063,0.845650642536421,0.973963355834137
"100:900",51,3,"smote_tomek","knn",0.00670003890991211,17,157,26,0,1,0.85792349726776,0.395348837209302,0.566666666666667,0.92624159767728,0.92896174863388,0.58239081127654,0.869792596620368,0.984731597557056
"100:900",51,3,"smote_enn","knn",0.0122060775756836,16,155,28,1,0.941176470588235,0.846994535519126,0.363636363636364,0.524590163934426,0.89284451476582,0.89408550305368,0.530617810048077,0.41577101837078,0.910800385728062
"100:900",51,3,"da_smote","knn",0.00494694709777832,17,153,30,0,1,0.836065573770492,0.361702127659574,0.53125,0.914366214254711,0.918032786885246,0.549915172454543,0.921999337916029,0.985535197685632
"100:900",51,3,"penn","knn",0.00422406196594238,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.467152421551768,0.940051430408229
"100:900",51,3,"ld_smote","knn",0.00665497779846191,16,168,15,1,0.941176470588235,0.918032786885246,0.516129032258065,0.666666666666667,0.929532602034451,0.92960462873674,0.662101777765601,0.868739429780309,0.978945676631308
"100:900",51,3,"da_smote_penn","knn",0.0115089416503906,17,159,24,0,1,0.868852459016393,0.414634146341463,0.586206896551724,0.932122555792098,0.934426229508197,0.600213210151979,0.610437522868214,0.967695274831244
"100:900",51,4,"baseline","knn",1.71661376953125e-05,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.524735884199077,0.941176470588235
"100:900",51,4,"smote","knn",0.0124120712280273,17,159,24,0,1,0.868852459016393,0.414634146341463,0.586206896551724,0.932122555792098,0.934426229508197,0.600213210151979,0.954400952247956,0.99228543876567
"100:900",51,4,"adasyn","knn",0.0055229663848877,17,154,29,0,1,0.841530054644809,0.369565217391304,0.53968253968254,0.917349472472083,0.920765027322404,0.557673952759249,0.923306146223135,0.986017357762777
"100:900",51,4,"borderline_smote","knn",0.00524401664733887,14,168,15,3,0.823529411764706,0.918032786885246,0.482758620689655,0.608695652173913,0.869498131662352,0.870781099324976,0.587354816990232,0.838171651241896,0.972034715525554
"100:900",51,4,"smote_tomek","knn",0.00768089294433594,16,154,29,1,0.941176470588235,0.841530054644809,0.355555555555556,0.516129032258065,0.889959710731068,0.891353262616522,0.522729312262629,0.783201410847816,0.974445515911283
"100:900",51,4,"smote_enn","knn",0.012282133102417,16,148,35,1,0.941176470588235,0.808743169398907,0.313725490196078,0.470588235294118,0.87245059561399,0.874959819993571,0.479829020531896,0.367010676419539,0.897139183542269
"100:900",51,4,"da_smote","knn",0.00494694709777832,17,154,29,0,1,0.841530054644809,0.369565217391304,0.53968253968254,0.917349472472083,0.920765027322404,0.557673952759249,0.923306146223135,0.986017357762777
"100:900",51,4,"penn","knn",0.00374007225036621,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.467152421551768,0.940051430408229
"100:900",51,4,"ld_smote","knn",0.00645995140075684,14,160,23,3,0.823529411764706,0.87431693989071,0.378378378378378,0.518518518518519,0.848543290117902,0.848923175827708,0.50120472165914,0.806225983847087,0.958534233365477
"100:900",51,4,"da_smote_penn","knn",0.0125041007995605,17,155,28,0,1,0.846994535519126,0.377777777777778,0.548387096774194,0.920323060408206,0.923497267759563,0.565663958033687,0.543332728661385,0.958212793314047
"100:900",51,5,"baseline","knn",9.79900360107422e-05,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.524735884199077,0.941176470588235
"100:900",51,5,"smote","knn",0.00502109527587891,17,158,25,0,1,0.863387978142076,0.404761904761905,0.576271186440678,0.929186729426371,0.931693989071038,0.591156969493989,0.928987312657677,0.98794599807136
"100:900",51,5,"adasyn","knn",0.00560307502746582,16,156,27,1,0.941176470588235,0.852459016393443,0.372093023255814,0.533333333333333,0.895720027893928,0.896817743490839,0.538749686415054,0.933758616979777,0.982160077145612
"100:900",51,5,"borderline_smote","knn",0.00587177276611328,13,168,15,4,0.764705882352941,0.918032786885246,0.464285714285714,0.577777777777778,0.837869364712669,0.841369334619094,0.548733238693515,0.821124715537925,0.967534554805529
"100:900",51,5,"smote_tomek","knn",0.00671982765197754,17,158,25,0,1,0.863387978142076,0.404761904761905,0.576271186440678,0.929186729426371,0.931693989071038,0.591156969493989,0.870722121824113,0.990517518482803
"100:900",51,5,"smote_enn","knn",0.0123341083526611,16,150,33,1,0.941176470588235,0.819672131147541,0.326530612244898,0.484848484848485,0.878325750182118,0.880424300867888,0.493357504542731,0.397643656963188,0.904532304725169
"100:900",51,5,"da_smote","knn",0.00494790077209473,16,151,32,1,0.941176470588235,0.825136612021858,0.333333333333333,0.492307692307692,0.881248639293058,0.883156541305047,0.500396003946015,0.902081344671643,0.974445515911283
"100:900",51,5,"penn","knn",0.00377511978149414,6,178,5,11,0.352941176470588,0.972677595628415,0.545454545454545,0.428571428571429,0.585916354890078,0.662809386049502,0.398320075090922,0.467152421551768,0.940051430408229
"100:900",51,5,"ld_smote","knn",0.00717687606811523,16,162,21,1,0.941176470588235,0.885245901639344,0.432432432432432,0.592592592592593,0.912782894946886,0.91321118611379,0.593550133296015,0.846459934633557,0.973320475731276
"100:900",51,5,"da_smote_penn","knn",0.0116779804229736,16,157,26,1,0.941176470588235,0.85792349726776,0.380952380952381,0.542372881355932,0.898586339309243,0.899549983927997,0.547139324706648,0.479164473434009,0.941497910639666
"100:900",52,1,"baseline","knn",1.78813934326172e-05,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,1,"smote","knn",0.00498318672180176,24,145,29,2,0.923076923076923,0.833333333333333,0.452830188679245,0.607594936708861,0.877058019307029,0.878205128205128,0.576397521788211,0.909296590978911,0.969606542882405
"100:900",52,1,"adasyn","knn",0.00559496879577637,25,135,39,1,0.961538461538462,0.775862068965517,0.390625,0.555555555555556,0.863725199446648,0.868700265251989,0.531624886083997,0.94292632505425,0.979553492484527
"100:900",52,1,"borderline_smote","knn",0.00545001029968262,21,154,20,5,0.807692307692308,0.885057471264368,0.51219512195122,0.626865671641791,0.845490456129361,0.846374889478338,0.577094856388856,0.844771656819203,0.958001768346596
"100:900",52,1,"smote_tomek","knn",0.00713300704956055,26,134,40,0,1,0.770114942528736,0.393939393939394,0.565217391304348,0.877561930879374,0.885057471264368,0.550798160602812,0.806436146760112,0.976790450928382
"100:900",52,1,"smote_enn","knn",0.0136041641235352,23,125,49,3,0.884615384615385,0.718390804597701,0.319444444444444,0.469387755102041,0.797182261414133,0.801503094606543,0.422485525846808,0.354038399022522,0.847701149425287
"100:900",52,1,"da_smote","knn",0.0051112174987793,26,146,28,0,1,0.839080459770115,0.481481481481481,0.65,0.916013351305599,0.919540229885057,0.635611282823297,0.877151252726429,0.972148541114058
"100:900",52,1,"penn","knn",0.0037689208984375,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,1,"ld_smote","knn",0.00630998611450195,22,141,33,4,0.846153846153846,0.810344827586207,0.4,0.54320987654321,0.828055790736919,0.828249336870027,0.494458452506291,0.800775380937186,0.934350132625995
"100:900",52,1,"da_smote_penn","knn",0.0116400718688965,25,149,25,1,0.961538461538462,0.85632183908046,0.5,0.657894736842105,0.907406404942797,0.908930150309461,0.635198983237013,0.675912991270525,0.953249336870026
"100:900",52,2,"baseline","knn",1.81198120117188e-05,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,2,"smote","knn",0.00504302978515625,24,144,30,2,0.923076923076923,0.827586206896552,0.444444444444444,0.6,0.874028448875076,0.875331564986737,0.56863432994413,0.90842114839669,0.969274977895668
"100:900",52,2,"adasyn","knn",0.00563287734985352,25,143,31,1,0.961538461538462,0.82183908045977,0.446428571428571,0.609756097560976,0.888948752773449,0.891688770999116,0.58675548156286,0.919213778686989,0.975906277630416
"100:900",52,2,"borderline_smote","knn",0.00550198554992676,21,154,20,5,0.807692307692308,0.885057471264368,0.51219512195122,0.626865671641791,0.845490456129361,0.846374889478338,0.577094856388856,0.85592423060778,0.959106984969054
"100:900",52,2,"smote_tomek","knn",0.0070488452911377,26,133,41,0,1,0.764367816091954,0.388059701492537,0.559139784946237,0.874281314047117,0.882183908045977,0.544628631769526,0.621459671096129,0.949049513704686
"100:900",52,2,"smote_enn","knn",0.0126149654388428,24,129,45,2,0.923076923076923,0.741379310344828,0.347826086956522,0.505263157894737,0.827254575463923,0.832228116710875,0.470075357415226,0.371765460791001,0.847922192749779
"100:900",52,2,"da_smote","knn",0.00500798225402832,26,146,28,0,1,0.839080459770115,0.481481481481481,0.65,0.916013351305599,0.919540229885057,0.635611282823297,0.934898535353257,0.984526967285588
"100:900",52,2,"penn","knn",0.00371289253234863,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,2,"ld_smote","knn",0.0065760612487793,20,143,31,6,0.769230769230769,0.82183908045977,0.392156862745098,0.51948051948052,0.795099935886035,0.79553492484527,0.456059894597762,0.797687692266843,0.92606100795756
"100:900",52,2,"da_smote_penn","knn",0.0115139484405518,24,140,34,2,0.923076923076923,0.804597701149425,0.413793103448276,0.571428571428572,0.861803672707292,0.863837312113174,0.53931234242301,0.65642280985006,0.941202475685234
"100:900",52,3,"baseline","knn",1.71661376953125e-05,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,3,"smote","knn",0.00513291358947754,25,139,35,1,0.961538461538462,0.798850574712644,0.416666666666667,0.581395348837209,0.876427722409733,0.880194518125553,0.55802994081473,0.929779127543064,0.976790450928382
"100:900",52,3,"adasyn","knn",0.00560402870178223,26,142,32,0,1,0.816091954022989,0.448275862068966,0.619047619047619,0.903378079224302,0.908045977011494,0.604842396180362,0.944261395092643,0.985853227232538
"100:900",52,3,"borderline_smote","knn",0.00550317764282227,21,156,18,5,0.807692307692308,0.896551724137931,0.538461538461538,0.646153846153846,0.850962943396763,0.852122015915119,0.597777042187245,0.860841566391579,0.961427939876216
"100:900",52,3,"smote_tomek","knn",0.00696611404418945,26,135,39,0,1,0.775862068965517,0.4,0.571428571428572,0.880830329272055,0.887931034482759,0.557086014531156,0.691960181202177,0.962864721485411
"100:900",52,3,"smote_enn","knn",0.0189449787139893,25,123,51,1,0.961538461538462,0.706896551724138,0.328947368421053,0.490196078431373,0.824444190234652,0.8342175066313,0.463129931690403,0.384293269988691,0.866379310344828
"100:900",52,3,"da_smote","knn",0.00498414039611816,26,144,30,0,1,0.827586206896552,0.464285714285714,0.634146341463415,0.909717652294684,0.913793103448276,0.619868093389207,0.902872442522873,0.976790450928382
"100:900",52,3,"penn","knn",0.00374698638916016,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,3,"ld_smote","knn",0.00656819343566895,24,143,31,2,0.923076923076923,0.82183908045977,0.436363636363636,0.592592592592593,0.870988340711385,0.872458001768347,0.56105218348357,0.861928027526353,0.958664898320071
"100:900",52,3,"da_smote_penn","knn",0.0116879940032959,26,143,31,0,1,0.82183908045977,0.456140350877193,0.626506024096385,0.906553407395157,0.910919540229885,0.612269521146945,0.626742008595041,0.95236516357206
"100:900",52,4,"baseline","knn",1.69277191162109e-05,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,4,"smote","knn",0.00484704971313477,25,143,31,1,0.961538461538462,0.82183908045977,0.446428571428571,0.609756097560976,0.888948752773449,0.891688770999116,0.58675548156286,0.919470854749336,0.976237842617153
"100:900",52,4,"adasyn","knn",0.00558686256408691,25,141,33,1,0.961538461538462,0.810344827586207,0.431034482758621,0.595238095238095,0.882710438837613,0.885941644562334,0.572077369301686,0.901253090220146,0.970601237842617
"100:900",52,4,"borderline_smote","knn",0.00549888610839844,22,158,16,4,0.846153846153846,0.908045977011494,0.578947368421053,0.6875,0.876553818047017,0.87709991158267,0.646544495784523,0.887977031341652,0.969496021220159
"100:900",52,4,"smote_tomek","knn",0.0070960521697998,25,139,35,1,0.961538461538462,0.798850574712644,0.416666666666667,0.581395348837209,0.876427722409733,0.880194518125553,0.55802994081473,0.873065161939829,0.975906277630416
"100:900",52,4,"smote_enn","knn",0.0126149654388428,25,129,45,1,0.961538461538462,0.741379310344828,0.357142857142857,0.520833333333333,0.844313165528888,0.851458885941645,0.495615780220093,0.397713027902544,0.873342175066313
"100:900",52,4,"da_smote","knn",0.0115020275115967,26,140,34,0,1,0.804597701149425,0.433333333333333,0.604651162790698,0.896993701844904,0.902298850574713,0.590473542024888,0.911594666773218,0.977453580901857
"100:900",52,4,"penn","knn",0.00379490852355957,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,4,"ld_smote","knn",0.0063478946685791,25,147,27,1,0.961538461538462,0.844827586206897,0.480769230769231,0.641025641025641,0.901295854593058,0.903183023872679,0.618245554170378,0.867471784506021,0.966401414677277
"100:900",52,4,"da_smote_penn","knn",0.011944055557251,25,144,30,1,0.961538461538462,0.827586206896552,0.454545454545455,0.617283950617284,0.892051550175079,0.894562334217507,0.594349048972209,0.60940314135025,0.943302387267904
"100:900",52,5,"baseline","knn",1.59740447998047e-05,13,173,1,13,0.5,0.994252873563218,0.928571428571429,0.65,0.705071937309669,0.747126436781609,0.651463384390083,0.780777675352009,0.951923076923077
"100:900",52,5,"smote","knn",0.00494503974914551,26,142,32,0,1,0.816091954022989,0.448275862068966,0.619047619047619,0.903378079224302,0.908045977011494,0.604842396180362,0.986482084782884,0.996463306808134
"100:900",52,5,"adasyn","knn",0.00610709190368652,26,139,35,0,1,0.798850574712644,0.426229508196721,0.597701149425287,0.893784411764181,0.899425287356322,0.583518369532989,0.956465529791968,0.988395225464191
